Time,Agebin,Clone ID,Frequency
5,48,726348,1
5,48,324073,1
5,48,912952,1
5,47,163196,1
5,47,944423,1
5,47,352551,1
5,47,136505,1
5,47,931238,1
5,47,196654,1
5,47,760767,1
5,47,104623,1
5,47,768255,1
5,47,979064,1
5,47,764574,1
5,47,75196,1
5,47,512139,1
5,47,464939,1
5,47,407418,1
5,47,966797,1
5,47,161510,1
5,47,497818,1
5,47,54089,1
5,47,720482,1
5,47,169009,1
5,47,579161,1
5,47,427030,1
5,47,579857,1
5,47,420852,1
5,47,901820,1
5,47,767980,1
5,47,685,1
5,47,304299,1
5,47,937310,1
5,47,229369,1
5,47,123533,1
5,47,99402,1
5,47,458167,1
5,47,827094,1
5,47,446625,1
5,47,330455,1
5,47,84425,1
5,47,630269,1
5,47,81067,1
5,47,590945,1
5,47,551605,1
5,47,535734,1
5,47,696249,1
5,47,462322,1
5,47,971610,1
5,47,570047,1
5,47,608043,1
5,47,305102,1
5,47,964840,1
5,46,983274,1
5,46,191971,1
5,46,200055,1
5,46,77744,1
5,46,954258,1
5,46,967194,1
5,46,200784,1
5,46,754845,1
5,46,723634,1
5,46,961188,1
5,46,639402,1
5,46,953289,1
5,46,948274,1
5,46,68086,1
5,46,159713,1
5,46,185867,1
5,46,390182,1
5,46,230643,1
5,46,392575,1
5,46,969358,1
5,46,181797,1
5,46,798360,1
5,46,282258,1
5,46,462326,1
5,46,679768,1
5,46,341296,1
5,46,667300,1
5,46,959311,1
5,46,398103,1
5,46,195674,1
5,46,392052,1
5,46,620245,1
5,46,96294,1
5,46,322669,1
5,46,974909,1
5,46,909832,1
5,46,615395,1
5,46,90305,1
5,46,996961,1
5,46,189255,1
5,46,649101,1
5,46,806185,1
5,46,12930,1
5,46,767717,1
5,46,747594,1
5,46,714019,1
5,46,20297,1
5,46,47541,1
5,46,718902,1
5,46,472022,1
5,45,254198,1
5,45,714201,1
5,45,975859,1
5,45,165917,1
5,45,200491,1
5,45,10867,1
5,45,10621,1
5,45,683506,1
5,45,480428,1
5,45,620674,1
5,45,820620,1
5,45,190587,1
5,45,248712,1
5,45,862272,1
5,45,154179,1
5,45,407527,1
5,45,196748,1
5,45,844857,1
5,45,242806,1
5,45,264991,1
5,45,653581,1
5,45,735473,1
5,45,153892,1
5,45,319033,1
5,45,286307,1
5,45,398879,1
5,45,142573,1
5,45,518328,1
5,45,750997,1
5,45,127249,1
5,45,390250,1
5,45,811883,1
5,45,837961,1
5,45,951902,1
5,45,465026,1
5,45,887466,1
5,45,63413,1
5,45,650935,1
5,45,38647,1
5,45,917039,1
5,45,29464,1
5,45,532439,1
5,45,765286,1
5,45,326953,1
5,45,382472,1
5,45,730107,1
5,45,653819,1
5,45,396652,1
5,45,806938,1
5,45,500020,1
5,44,769791,1
5,44,600582,1
5,44,343235,1
5,44,144678,1
5,44,221613,1
5,44,574968,1
5,44,241832,1
5,44,363789,1
5,44,870022,1
5,44,743637,1
5,44,510943,1
5,44,745302,1
5,44,327221,1
5,44,727607,1
5,44,27155,1
5,44,750598,1
5,44,671499,1
5,44,560579,1
5,44,815518,1
5,44,472188,1
5,44,479386,1
5,44,305395,1
5,44,577162,1
5,44,489429,1
5,44,268275,1
5,44,597590,1
5,44,864108,1
5,44,674069,1
5,44,243709,1
5,44,192928,1
5,44,322551,1
5,44,434342,1
5,44,440065,1
5,44,762382,1
5,44,480831,1
5,44,503831,1
5,44,469847,1
5,44,116573,1
5,44,274575,1
5,44,441818,1
5,44,561609,1
5,44,405258,1
5,44,870655,1
5,44,849415,1
5,44,743923,1
5,44,27063,1
5,44,996964,1
5,44,527740,1
5,44,52919,1
5,44,840215,1
5,43,153473,1
5,43,405660,1
5,43,856342,1
5,43,201160,1
5,43,625783,1
5,43,339032,1
5,43,267695,1
5,43,913206,1
5,43,46962,1
5,43,74339,1
5,43,347151,1
5,43,38404,1
5,43,431073,1
5,43,447652,1
5,43,649799,1
5,43,959896,1
5,43,444516,1
5,43,781398,1
5,43,965156,1
5,43,896948,1
5,43,664714,1
5,43,977565,1
5,43,425325,1
5,43,969162,1
5,43,231837,1
5,43,305609,1
5,43,504557,1
5,43,770411,1
5,43,612779,1
5,43,533424,1
5,43,923446,1
5,43,895480,1
5,43,821801,1
5,43,488274,1
5,43,203704,1
5,43,820077,1
5,43,84406,1
5,43,35613,1
5,43,456260,1
5,43,251471,1
5,43,864700,1
5,43,965885,1
5,43,873196,1
5,43,998202,1
5,43,378466,1
5,43,823798,1
5,43,71686,1
5,43,147914,1
5,43,462797,1
5,43,861991,1
5,42,993310,1
5,42,424499,1
5,42,111842,1
5,42,644906,1
5,42,813107,1
5,42,858594,1
5,42,686751,1
5,42,301630,1
5,42,569103,1
5,42,656312,1
5,42,813614,1
5,42,416485,1
5,42,127943,1
5,42,645587,1
5,42,446305,1
5,42,445437,1
5,42,116858,1
5,42,881421,1
5,42,264000,1
5,42,956483,1
5,42,670746,1
5,42,231585,1
5,42,695266,1
5,42,363382,1
5,42,482398,1
5,42,579722,1
5,42,644944,1
5,42,30880,1
5,42,567308,1
5,42,316966,1
5,42,45141,1
5,42,23842,1
5,42,127010,1
5,42,654984,1
5,42,72319,1
5,42,841519,1
5,42,703850,1
5,42,837072,1
5,42,58949,1
5,42,550832,1
5,42,788329,1
5,42,516516,1
5,42,15370,1
5,42,386802,1
5,42,187189,1
5,42,796305,1
5,42,382301,1
5,42,788135,1
5,42,522104,1
5,42,71639,1
5,41,481800,1
5,41,773643,1
5,41,317081,1
5,41,139197,1
5,41,622548,1
5,41,315188,1
5,41,315298,1
5,41,428167,1
5,41,665706,1
5,41,650277,1
5,41,813320,1
5,41,161574,1
5,41,317525,1
5,41,346274,1
5,41,471177,1
5,41,292870,1
5,41,654918,1
5,41,936620,1
5,41,84691,1
5,41,72301,1
5,41,926798,1
5,41,169379,1
5,41,901687,1
5,41,36181,1
5,41,93955,1
5,41,509374,1
5,41,998246,1
5,41,776878,1
5,41,362002,1
5,41,89009,1
5,41,743902,1
5,41,36326,1
5,41,232383,1
5,41,966166,1
5,41,631949,1
5,41,474832,1
5,41,558494,1
5,41,734208,1
5,41,456908,1
5,41,607417,1
5,41,502923,1
5,41,493660,1
5,41,572134,1
5,41,31235,1
5,41,109410,1
5,41,160645,1
5,41,280769,1
5,41,768798,1
5,41,683779,1
5,41,552981,1
5,40,434583,1
5,40,423087,1
5,40,509937,1
5,40,502419,1
5,40,533849,1
5,40,242758,1
5,40,695884,1
5,40,409363,1
5,40,62952,1
5,40,326505,1
5,40,426109,1
5,40,929137,1
5,40,778923,1
5,40,356742,1
5,40,66367,1
5,40,950188,1
5,40,998804,1
5,40,98070,1
5,40,859701,1
5,40,434675,1
5,40,959512,1
5,40,99056,1
5,40,542512,1
5,40,396269,1
5,40,607902,1
5,40,770419,1
5,40,57050,1
5,40,518295,1
5,40,159717,1
5,40,354712,1
5,40,395422,1
5,40,636411,1
5,40,111193,1
5,40,222119,1
5,40,713324,1
5,40,964971,1
5,40,684426,1
5,40,990289,1
5,40,459709,1
5,40,270437,1
5,40,581480,1
5,40,462871,1
5,40,719947,1
5,40,124793,1
5,40,944775,1
5,40,541508,1
5,40,899996,1
5,40,45626,1
5,40,300447,1
5,40,518924,1
5,39,356263,1
5,39,84154,1
5,39,545257,1
5,39,201612,1
5,39,85559,1
5,39,354307,1
5,39,716455,1
5,39,408893,1
5,39,838223,1
5,39,82714,1
5,39,324968,1
5,39,362254,1
5,39,262190,1
5,39,822690,1
5,39,533253,1
5,39,966291,1
5,39,470378,1
5,39,243308,1
5,39,819818,1
5,39,874939,1
5,39,106580,1
5,39,891929,1
5,39,550496,1
5,39,400906,1
5,39,985183,1
5,39,415361,1
5,39,978279,1
5,39,477797,1
5,39,215216,1
5,39,275691,1
5,39,244480,1
5,39,828285,1
5,39,363425,1
5,39,715596,1
5,39,400477,1
5,39,221004,1
5,39,627160,1
5,39,841861,1
5,39,102874,1
5,39,632104,1
5,39,743093,1
5,39,89129,1
5,39,756914,1
5,39,34843,1
5,39,421200,1
5,39,358904,1
5,39,652734,1
5,39,567127,1
5,39,570705,1
5,39,425329,1
5,38,472673,1
5,38,235686,1
5,38,845272,1
5,38,852083,1
5,38,425611,1
5,38,272991,1
5,38,770023,1
5,38,614327,1
5,38,232597,1
5,38,862890,1
5,38,134224,1
5,38,815556,1
5,38,570305,1
5,38,534986,1
5,38,782901,1
5,38,625860,1
5,38,866478,1
5,38,900263,1
5,38,741324,1
5,38,430335,1
5,38,489359,1
5,38,10160,1
5,38,641780,1
5,38,946338,1
5,38,763807,1
5,38,539725,1
5,38,139204,1
5,38,611558,1
5,38,781568,1
5,38,162128,1
5,38,771740,1
5,38,919147,1
5,38,298085,1
5,38,39193,1
5,38,38400,1
5,38,397356,1
5,38,342548,1
5,38,982215,1
5,38,201350,1
5,38,616109,1
5,38,54901,1
5,38,431970,1
5,38,106909,1
5,38,780163,1
5,38,796146,1
5,38,667628,1
5,38,738639,1
5,38,349770,1
5,38,999457,1
5,38,297170,1
5,37,315818,1
5,37,169494,1
5,37,267794,1
5,37,185961,1
5,37,410331,1
5,37,951423,1
5,37,735966,1
5,37,254542,1
5,37,641481,1
5,37,889584,1
5,37,993105,1
5,37,561058,1
5,37,905264,1
5,37,841234,1
5,37,750433,1
5,37,921533,1
5,37,519576,1
5,37,202510,1
5,37,52852,1
5,37,572155,1
5,37,600044,1
5,37,56772,1
5,37,305907,1
5,37,311453,1
5,37,806610,1
5,37,783146,1
5,37,602665,1
5,37,409467,1
5,37,463675,1
5,37,144662,1
5,37,599353,1
5,37,502114,1
5,37,768209,1
5,37,731983,1
5,37,668912,1
5,37,176130,1
5,37,708664,1
5,37,913099,1
5,37,692248,1
5,37,292222,1
5,37,366314,1
5,37,565087,1
5,37,723443,1
5,37,13517,1
5,37,182434,1
5,37,469705,1
5,37,836964,1
5,37,889663,1
5,37,85021,1
5,37,759981,1
5,36,907757,1
5,36,291009,1
5,36,793797,1
5,36,822598,1
5,36,431015,1
5,36,997990,1
5,36,891059,1
5,36,869566,1
5,36,626175,1
5,36,843649,1
5,36,767298,1
5,36,31922,1
5,36,776768,1
5,36,631257,1
5,36,537106,1
5,36,389497,1
5,36,265013,1
5,36,625503,1
5,36,870231,1
5,36,865275,1
5,36,395997,1
5,36,310663,1
5,36,606135,1
5,36,982555,1
5,36,309287,1
5,36,487762,1
5,36,39281,1
5,36,640036,1
5,36,226505,1
5,36,886569,1
5,36,375801,1
5,36,895676,1
5,36,701625,1
5,36,121832,1
5,36,286695,1
5,36,92801,1
5,36,215729,1
5,36,741183,1
5,36,982585,1
5,36,299236,1
5,36,915668,1
5,36,621140,1
5,36,824502,1
5,36,118213,1
5,36,519236,1
5,36,748211,1
5,36,261107,1
5,36,236917,1
5,36,995640,1
5,36,749817,1
5,35,749029,1
5,35,635572,1
5,35,291091,1
5,35,648397,1
5,35,413228,1
5,35,360493,1
5,35,423500,1
5,35,118728,1
5,35,260153,1
5,35,338213,1
5,35,475778,1
5,35,834351,1
5,35,513568,1
5,35,105741,1
5,35,650134,1
5,35,208455,1
5,35,471195,1
5,35,245407,1
5,35,734,1
5,35,320112,1
5,35,626853,1
5,35,85646,1
5,35,505075,1
5,35,688273,1
5,35,730306,1
5,35,322666,1
5,35,695015,1
5,35,273991,1
5,35,300555,1
5,35,911214,1
5,35,362036,1
5,35,326400,1
5,35,121757,1
5,35,715887,1
5,35,209303,1
5,35,179570,1
5,35,268700,1
5,35,46047,1
5,35,89766,1
5,35,776349,1
5,35,978011,1
5,35,298810,1
5,35,617317,1
5,35,905630,1
5,35,28395,1
5,35,931567,1
5,35,771913,1
5,35,508646,1
5,35,900229,1
5,35,641691,1
5,34,481787,1
5,34,382024,1
5,34,146358,1
5,34,92114,1
5,34,970815,1
5,34,685621,1
5,34,151980,1
5,34,618740,1
5,34,175378,1
5,34,231487,1
5,34,125591,1
5,34,724770,1
5,34,667835,1
5,34,369718,1
5,34,765497,1
5,34,179784,1
5,34,477759,1
5,34,766246,1
5,34,381625,1
5,34,546390,1
5,34,617696,1
5,34,309244,1
5,34,374852,1
5,34,48346,1
5,34,649574,1
5,34,275556,1
5,34,408247,1
5,34,596634,1
5,34,792507,1
5,34,323516,1
5,34,663590,1
5,34,122619,1
5,34,949192,1
5,34,464834,1
5,34,97436,1
5,34,735226,1
5,34,209650,1
5,34,59731,1
5,34,25190,1
5,34,154459,1
5,34,38071,1
5,34,98929,1
5,34,857020,1
5,34,751387,1
5,34,682475,1
5,34,184633,1
5,34,30742,1
5,34,849367,1
5,34,122729,1
5,34,616087,1
5,33,736043,1
5,33,662252,1
5,33,920670,1
5,33,329980,1
5,33,419778,1
5,33,835919,1
5,33,522269,1
5,33,616647,1
5,33,875958,1
5,33,11805,1
5,33,46636,1
5,33,606484,1
5,33,190919,1
5,33,187016,1
5,33,494184,1
5,33,410083,1
5,33,724671,1
5,33,896560,1
5,33,780802,1
5,33,57816,1
5,33,683588,1
5,33,121916,1
5,33,765468,1
5,33,988598,1
5,33,926625,1
5,33,992989,1
5,33,398682,1
5,33,607542,1
5,33,703600,1
5,33,519442,1
5,33,644345,1
5,33,926841,1
5,33,511905,1
5,33,965556,1
5,33,122755,1
5,33,421955,1
5,33,811773,1
5,33,350745,1
5,33,684449,1
5,33,206372,1
5,33,294272,1
5,33,940322,1
5,33,433010,1
5,33,690545,1
5,33,540469,1
5,33,852464,1
5,33,917911,1
5,33,546478,1
5,33,362103,1
5,33,48813,1
5,32,270286,1
5,32,533749,1
5,32,242380,1
5,32,913726,1
5,32,653269,1
5,32,148701,1
5,32,859699,1
5,32,189769,1
5,32,204758,1
5,32,873626,1
5,32,781764,1
5,32,930316,1
5,32,417175,1
5,32,269548,1
5,32,215442,1
5,32,376285,1
5,32,257459,1
5,32,943610,1
5,32,258999,1
5,32,194453,1
5,32,349719,1
5,32,319563,1
5,32,191651,1
5,32,409628,1
5,32,606483,1
5,32,267198,1
5,32,424287,1
5,32,690246,1
5,32,154999,1
5,32,796329,1
5,32,588024,1
5,32,755230,1
5,32,935146,1
5,32,53020,1
5,32,536643,1
5,32,967661,1
5,32,352114,1
5,32,466394,1
5,32,135446,1
5,32,236631,1
5,32,471189,1
5,32,965314,1
5,32,961939,1
5,32,913293,1
5,32,377042,1
5,32,85416,1
5,32,687485,1
5,32,231,1
5,32,798326,1
5,32,144507,1
5,31,540086,1
5,31,738916,1
5,31,401801,1
5,31,995176,1
5,31,77241,1
5,31,361826,1
5,31,156275,1
5,31,219112,1
5,31,513463,1
5,31,897048,1
5,31,105340,1
5,31,808534,1
5,31,773343,1
5,31,489966,1
5,31,874817,1
5,31,904494,1
5,31,866109,1
5,31,155395,1
5,31,986460,1
5,31,329436,1
5,31,41041,1
5,31,497124,1
5,31,638035,1
5,31,61909,1
5,31,524646,1
5,31,885290,1
5,31,252515,1
5,31,805224,1
5,31,790769,1
5,31,327088,1
5,31,803284,1
5,31,583922,1
5,31,921343,1
5,31,489640,1
5,31,755586,1
5,31,212054,1
5,31,951383,1
5,31,960298,1
5,31,942811,1
5,31,827692,1
5,31,595350,1
5,31,212204,1
5,31,290132,1
5,31,614219,1
5,31,546533,1
5,31,38130,1
5,31,611895,1
5,31,464626,1
5,31,821413,1
5,31,30801,1
5,30,829293,1
5,30,27893,1
5,30,162492,1
5,30,102678,1
5,30,355275,1
5,30,687172,1
5,30,775158,1
5,30,345664,1
5,30,295566,1
5,30,554670,1
5,30,943422,1
5,30,98955,1
5,30,795231,1
5,30,917814,1
5,30,748521,1
5,30,783576,1
5,30,644393,1
5,30,42724,1
5,30,667218,1
5,30,768627,1
5,30,708463,1
5,30,80515,1
5,30,782202,1
5,30,611203,1
5,30,478928,1
5,30,99381,1
5,30,68386,1
5,30,543711,1
5,30,462615,1
5,30,333582,1
5,30,570703,1
5,30,712305,1
5,30,467927,1
5,30,886975,1
5,30,626211,1
5,30,525203,1
5,30,646330,1
5,30,95093,1
5,30,463666,1
5,30,893540,1
5,30,709182,1
5,30,610534,1
5,30,802286,1
5,30,281375,1
5,30,131284,1
5,30,604492,1
5,30,301808,1
5,30,991990,1
5,30,229208,1
5,30,841569,1
5,29,247972,1
5,29,385186,1
5,29,868536,1
5,29,222064,1
5,29,230233,1
5,29,415041,1
5,29,304041,1
5,29,831378,1
5,29,951478,1
5,29,593584,1
5,29,693125,1
5,29,863042,1
5,29,103240,1
5,29,297999,1
5,29,791413,1
5,29,948952,1
5,29,464276,1
5,29,956232,1
5,29,214119,1
5,29,599979,1
5,29,547211,1
5,29,871593,1
5,29,814027,1
5,29,193951,1
5,29,515147,1
5,29,147636,1
5,29,937778,1
5,29,366502,1
5,29,925881,1
5,29,678376,1
5,29,485236,1
5,29,415085,1
5,29,245869,1
5,29,223907,1
5,29,459199,1
5,29,827813,1
5,29,880618,1
5,29,262751,1
5,29,399832,1
5,29,236215,1
5,29,130128,1
5,29,681365,1
5,29,634045,1
5,29,453387,1
5,29,93426,1
5,29,59076,1
5,29,558629,1
5,29,169396,1
5,29,314005,1
5,29,232944,1
5,28,148811,1
5,28,626162,1
5,28,344252,1
5,28,653463,1
5,28,365479,1
5,28,955819,1
5,28,386949,1
5,28,376961,1
5,28,742715,1
5,28,604445,1
5,28,135454,1
5,28,77943,1
5,28,784295,1
5,28,664916,1
5,28,466558,1
5,28,511769,1
5,28,279481,1
5,28,119604,1
5,28,523803,1
5,28,348199,1
5,28,396278,1
5,28,418049,1
5,28,265072,1
5,28,310109,1
5,28,216352,1
5,28,95459,1
5,28,415740,1
5,28,175374,1
5,28,327326,1
5,28,5658,1
5,28,189020,1
5,28,376935,1
5,28,5176,1
5,28,792295,1
5,28,203214,1
5,28,446412,1
5,28,344896,1
5,28,622305,1
5,28,605143,1
5,28,994105,1
5,28,377201,1
5,28,449771,1
5,28,527120,1
5,28,404610,1
5,28,707519,1
5,28,697430,1
5,28,832938,1
5,28,708094,1
5,28,310198,1
5,28,586082,1
5,27,358494,1
5,27,547437,1
5,27,911489,1
5,27,566280,1
5,27,669302,1
5,27,522989,1
5,27,604184,1
5,27,555555,1
5,27,951759,1
5,27,358927,1
5,27,632712,1
5,27,200891,1
5,27,497530,1
5,27,55739,1
5,27,313997,1
5,27,639551,1
5,27,42673,1
5,27,33572,1
5,27,592670,1
5,27,84565,1
5,27,375136,1
5,27,234834,1
5,27,651350,1
5,27,880073,1
5,27,717697,1
5,27,242334,1
5,27,846747,1
5,27,62431,1
5,27,272115,1
5,27,27014,1
5,27,406443,1
5,27,161528,1
5,27,662084,1
5,27,911241,1
5,27,51304,1
5,27,99226,1
5,27,804974,1
5,27,601424,1
5,27,514131,1
5,27,51984,1
5,27,520015,1
5,27,729858,1
5,27,421862,1
5,27,195066,1
5,27,212307,1
5,27,671466,1
5,27,187135,1
5,27,55070,1
5,27,511553,1
5,27,599463,1
5,26,768041,1
5,26,776319,1
5,26,761841,1
5,26,910081,1
5,26,423963,1
5,26,911633,1
5,26,199219,1
5,26,97749,1
5,26,578000,1
5,26,103201,1
5,26,298786,1
5,26,391711,1
5,26,254587,1
5,26,281282,1
5,26,795526,1
5,26,567442,1
5,26,48950,1
5,26,483780,1
5,26,697132,1
5,26,204246,1
5,26,480449,1
5,26,467306,1
5,26,306472,1
5,26,253245,1
5,26,791915,1
5,26,238236,1
5,26,859978,1
5,26,348119,1
5,26,998063,1
5,26,193008,1
5,26,419767,1
5,26,627456,1
5,26,314874,1
5,26,984182,1
5,26,425393,1
5,26,892144,1
5,26,402403,1
5,26,202688,1
5,26,86980,1
5,26,555505,1
5,26,91192,1
5,26,685905,1
5,26,422294,1
5,26,925682,1
5,26,870635,1
5,26,778120,1
5,26,615870,1
5,26,222226,1
5,26,835708,1
5,26,132332,1
5,25,670270,1
5,25,937038,1
5,25,805055,1
5,25,46277,1
5,25,213401,1
5,25,977451,1
5,25,792210,1
5,25,739212,1
5,25,412863,1
5,25,545163,1
5,25,391158,1
5,25,587359,1
5,25,318946,1
5,25,640184,1
5,25,187949,1
5,25,57417,1
5,25,770831,1
5,25,161939,1
5,25,115977,1
5,25,916580,1
5,25,480275,1
5,25,301896,1
5,25,126793,1
5,25,814876,1
5,25,967871,1
5,25,866628,1
5,25,918135,1
5,25,486639,1
5,25,228553,1
5,25,773318,1
5,25,786207,1
5,25,675818,1
5,25,89118,1
5,25,831970,1
5,25,5290,1
5,25,962727,1
5,25,124219,1
5,25,278005,1
5,25,13626,1
5,25,143544,1
5,25,668194,1
5,25,492610,1
5,25,628808,1
5,25,113679,1
5,25,502551,1
5,25,507684,1
5,25,321618,1
5,25,51339,1
5,25,360755,1
5,25,33069,1
5,24,274,1
5,24,546814,1
5,24,885205,1
5,24,51290,1
5,24,577336,1
5,24,242839,1
5,24,334348,1
5,24,760459,1
5,24,285922,1
5,24,245330,1
5,24,818081,1
5,24,716459,1
5,24,703390,1
5,24,267549,1
5,24,490291,1
5,24,855923,1
5,24,941375,1
5,24,437805,1
5,24,455564,1
5,24,392540,1
5,24,649367,1
5,24,88808,1
5,24,963313,1
5,24,469907,1
5,24,929209,1
5,24,10163,1
5,24,310060,1
5,24,614357,1
5,24,564840,1
5,24,984625,1
5,24,451914,1
5,24,8824,1
5,24,504069,1
5,24,298041,1
5,24,930589,1
5,24,295088,1
5,24,8166,1
5,24,346767,1
5,24,593354,1
5,24,263520,1
5,24,248652,1
5,24,481643,1
5,24,281000,1
5,24,76296,1
5,24,885517,1
5,24,177940,1
5,24,159363,1
5,24,462623,1
5,24,347757,1
5,24,416695,1
5,23,688295,1
5,23,262899,1
5,23,149401,1
5,23,910341,1
5,23,315045,1
5,23,766873,1
5,23,847492,1
5,23,195608,1
5,23,76487,1
5,23,579482,1
5,23,236574,1
5,23,588060,1
5,23,187812,1
5,23,6712,1
5,23,799108,1
5,23,900108,1
5,23,250786,1
5,23,294210,1
5,23,899208,1
5,23,559271,1
5,23,650721,1
5,23,438287,1
5,23,161105,1
5,23,919223,1
5,23,287792,1
5,23,270267,1
5,23,636480,1
5,23,205039,1
5,23,600291,1
5,23,385239,1
5,23,742574,1
5,23,959262,1
5,23,471380,1
5,23,220481,1
5,23,961639,1
5,23,637268,1
5,23,139721,1
5,23,149635,1
5,23,385399,1
5,23,365679,1
5,23,467931,1
5,23,630830,1
5,23,299117,1
5,23,527073,1
5,23,421286,1
5,23,699884,1
5,23,407244,1
5,23,827374,1
5,23,970921,1
5,23,306793,1
5,22,394167,1
5,22,868237,1
5,22,729050,1
5,22,73670,1
5,22,51077,1
5,22,129755,1
5,22,387995,1
5,22,391974,1
5,22,196082,1
5,22,763138,1
5,22,9632,1
5,22,382531,1
5,22,658095,1
5,22,205044,1
5,22,552116,1
5,22,831,1
5,22,30295,1
5,22,623343,1
5,22,407757,1
5,22,832490,1
5,22,567860,1
5,22,443652,1
5,22,224349,1
5,22,820821,1
5,22,512377,1
5,22,516195,1
5,22,800847,1
5,22,683328,1
5,22,240828,1
5,22,471505,1
5,22,969751,1
5,22,971006,1
5,22,620184,1
5,22,471209,1
5,22,93373,1
5,22,760781,1
5,22,938548,1
5,22,329632,1
5,22,857505,1
5,22,882877,1
5,22,924177,1
5,22,561917,1
5,22,203611,1
5,22,330992,1
5,22,430450,1
5,22,395487,1
5,22,195005,1
5,22,25427,1
5,22,634602,1
5,22,711715,1
5,21,462630,1
5,21,412890,1
5,21,453276,1
5,21,625438,1
5,21,752976,1
5,21,952541,1
5,21,112997,1
5,21,492485,1
5,21,988429,1
5,21,331738,1
5,21,120534,1
5,21,138565,1
5,21,987870,1
5,21,172710,1
5,21,211129,1
5,21,328779,1
5,21,33838,1
5,21,781556,1
5,21,394647,1
5,21,429795,1
5,21,525293,1
5,21,570528,1
5,21,435654,1
5,21,838580,1
5,21,968742,1
5,21,433375,1
5,21,114905,1
5,21,452495,1
5,21,679350,1
5,21,168587,1
5,21,23829,1
5,21,942407,1
5,21,479552,1
5,21,770046,1
5,21,311734,1
5,21,482865,1
5,21,678509,1
5,21,726594,1
5,21,998761,1
5,21,918655,1
5,21,294081,1
5,21,474680,1
5,21,907386,1
5,21,673327,1
5,21,776776,1
5,21,89308,1
5,21,300110,1
5,21,44345,1
5,21,673993,1
5,21,754174,1
5,20,221579,1
5,20,849855,1
5,20,25229,1
5,20,247316,1
5,20,549093,1
5,20,116770,1
5,20,624449,1
5,20,995816,1
5,20,139962,1
5,20,671404,1
5,20,182589,1
5,20,442644,1
5,20,404768,1
5,20,356560,1
5,20,631497,1
5,20,471253,1
5,20,935309,1
5,20,673644,1
5,20,803120,1
5,20,58363,1
5,20,121464,1
5,20,300293,1
5,20,417247,1
5,20,58645,1
5,20,961552,1
5,20,348896,1
5,20,318562,1
5,20,867462,1
5,20,884830,1
5,20,976933,1
5,20,186689,1
5,20,183508,1
5,20,295407,1
5,20,221051,1
5,20,96285,1
5,20,83777,1
5,20,200656,1
5,20,364327,1
5,20,373554,1
5,20,948922,1
5,20,727023,1
5,20,570753,1
5,20,200654,1
5,20,158410,1
5,20,673863,1
5,20,548797,1
5,20,5755,1
5,20,585548,1
5,20,620348,1
5,20,716563,1
5,19,22015,1
